Stat,fnet_MT_Magnitude(Mw),Event depth,Rrup,CS,VS30,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region
mean,5.366146542642944,38.697874000390094,117.38664791852335,3.5137123748079775,481.67420843898316,,,,,,,,
scale,0.8030726727644989,25.26470360135822,50.950281425176996,2.7476090781713833,210.66824962718263,,,,,,,,
