Stat,fnet_MT_Magnitude(Mw),Event depth,Rrup,CS,VS30,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region
mean,5.368285546942361,38.79890774331968,117.46630756292795,3.491195632495152,482.58026136141996,,,,,,,,
scale,0.7988577470152765,25.293488295143035,50.959990455191445,2.707926334256587,212.30343764772726,,,,,,,,
