Stat,fnet_MT_Magnitude(Mw),Event depth,Rrup,CS,VS30,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region
mean,5.36547688631512,38.60204147974774,117.20311853771099,3.51417463315292,481.23574540016904,,,,,,,,
scale,0.7937744642393012,25.25754358518876,50.9342578652789,2.8065342291684434,211.33906760113675,,,,,,,,
