Stat,fnet_MT_Magnitude(Mw),Event depth,Rrup,CS,VS30,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region
mean,5.367951883931774,38.68953185955787,117.07733365917392,3.5220279597491997,481.6564369310793,,,,,,,,
scale,0.8021506153367784,25.15036253559005,50.85159397616755,2.8148915355292314,211.52679304305843,,,,,,,,
