Stat,fnet_MT_Magnitude(Mw),Event depth,Rrup,CS,VS30,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region
mean,5.368090500130036,38.41928353162993,117.15308275733376,3.516790848026024,480.97100318574866,,,,,,,,
scale,0.8004914781554168,25.237452445704417,50.924411644701465,2.824332890020744,210.23717292993055,,,,,,,,
