Motion ID,Event code,Station Code,Mw,Event depth,ET Interface,ET Crustal,ET Slab,FM Normal,FM Reverse,FM Strike-slip,FM Unknown,Region,Rrup,CS,VS30
20000607061600_FKIH01,20000607061600_,FKIH01,5.800000191,5,0,1,0,0,1,0,0,1,108.3105011,6.670000076,716
